,Title,Abstract,Owner,field,Key word,country,State,City,link of page
947,طراحی و ساخت دستگاه پرتابل اندازه‌گیری دبی مجاری روباز (نیاز),برای تحویل آب به مزارع کشاورزی، اندازه گیری سرعت سیال و دبی آبی که درون کانال های روباز جریان دارد اهمیت بسیار بالایی دارد. در این گونه موارد، روش های عمومی اندازه گیری دبی در خط لوله غیرقابل استفاده می باشد.,مرکز تحقیقات و آموزش کشاورزی و منابع طبیعی خوزستان,,['دبی آب، کانال های روباز، مدیریت آبیاری'],,خوزستان,اهواز,https://nan.ac/ViewNeed/809F77BF35002EEB725E502C5C1A2712
948,خدمات مربوط به تاکسی,تا کنون توضیحات بیشتر این نیاز توسط پارک علم و فناوری کردستان به دبیرخانه نان ارائه نشده است,شهرداری مرکزی سنندج,"علوم انسانی, جغرافیا و برنامه ریزی شهری",,ایران,کردستان,سنندج,https://nan.ac/ViewNeed/62A2E40FDBDD14620817F0AE1C4974DE
949,دانش فنی تولید دی اتیل آمینو هیدروکسی بنزویل هگزیل بنزوات ( یووینول ای پلاس ),این واحد صنعتی تولید کننده مواد و محصولات شیمیایی با کاربری های صنعتی و شیمیایی خاص در کشور بوده که در حال حاضر برای توسعه تولیدات خود نیازمند دانش فنی تولید دی اتیل آمینو هیدروکسی بنزویل هگزیل بنزوات Uvinul A Plus می باشد .,توسعه صنعت شریف,"علوم پایه, مهندسی مواد",,ایران,البرز,,https://nan.ac/ViewNeed/F152DAABE2AEF4ED5AB8198E2754A362
950,بررسی، طراحی و تامین سیستم جامع هوشمند ورود و خروج زندانیان در محدوده داخلی مراکز تامینی با استفاده از فناوری نوین (با رویکرد امنیتی و کنترلی و ارتباط این سیستم با درب­های امنیتی زندان­ها),فراخوان موضوعات و عناوین پژوهشی و فناوری سال 1401 دستگاه‌های اجرایی استان قم  به منظور استفاده از توانمندی اعضاء محترم هیات علمی دانشگاه ها و مراکز آموزش عالی استان در مطالعه و پژوهش مسایل و نیازهای دستگاه‌های اجرایی استان,,,['سیستم جامع هوشمند- ورود و خروج زندانیان- مراکز تامینی- فناوری نوین- استان قم'],ایران,قم,قم,https://nan.ac/ViewNeed/036F5DEBAA47362E95B9F808472C0E17
951,ارایه مدل بهینه و نقشه راه برای برون سپاری بهره برداری,*تعریف دقیق مسیله و تبیین ضرورت و اهمیت انجام تحقیق,شرکت مادر تخصصی مدیریت تولید، انتقال و توزیع نیروی برق ایران - توانیر,,['برون سپاری بهره برداری'],ایران,گیلان,,https://nan.ac/ViewNeed/C8B5E9C6F31EEBFFC4FFAF78BCE157D5
952,Digitric,ین کنترل کننده جهت کنترل دما و فشار کوره ها از طریق کنترل فشار و فلوی هوا و گاز به کار می رود,گروه ملی صنایع فولاد,,['Digitric'],,خوزستان,اهواز,https://nan.ac/ViewNeed/3DA4CEBECA47CFCECC5A0AAE0FDE3AE2
953,بررسی و تدوین راهکارهای مدیریت منابع آبی فضای سبز در شرایط خشکسالی و کمبود آب,بررسی و تدوین راهکارهای مدیریت منابع آبی فضای سبز در شرایط خشکسالی و کمبود آب,,,['دیریت منابع آبی'],ایران,چهارمحال وبختیاری,شهرکرد,https://nan.ac/ViewNeed/B5BED89DAB7BE81FECA7F6465D170FE8
954,دانش فنی تولید جرثقیل های ضد انفجار,این واحد صنعتی در حال حاضر نیازمند دانش فنی تولید جرثقیل های ضد انفجار می باشد . جرثقیل های ضد انفجار و ضد جرقه در محیط های مستعد انفجار که از ترکیب انفجاری شامل مواد قابل انفجار ، اکسیژن باشد ، استفاده می شود . ( مانند : صنایع پتروشیمی ، نفت ، گاز و در محل هایی که گازهای آتشزا وجود دارند ) قابلیت کارکرد دارند و وجود آن و تولیدش در کشور مورد نیاز می باشد .,توسعه صنعت شریف,"علوم پایه, فنی و مهندسی, مهندسی صنایع",,ایران,البرز,,https://nan.ac/ViewNeed/0AF884DBE230F0C81EFA5DF238DC7825
955,عایق کردن کابین اجاق گاز جهت کنترل کردن دمای دستگاه,تهیه بورد از خارج کشور و نبود قطعه داخلی,,"علوم پایه, فنی و مهندسی, مهندسی مکانیک",,ایران,,,https://nan.ac/ViewNeed/5D0155F0A234D7A22CE7E7095B2DD79D
956,طراحی و ساخت کیت های تشخیص سریع باقیمانده دارو، آنتی بیوتیک و ... در فرآورده های خام دامی (مورد نیاز اداره کل دامپزشکی استان کهگیلویه و بویراحمد),باقی ماندن دارو، آنتی بیوتیک و سایر مواد مضر در فراورده های خام دامی، باعث بروز مسایل بهداشتی و تغذیه می شود. لذا طراحی و ساخت کیت های تشخیص سریع باقیمانده دارو، آنتی بیوتیک و ... در فرآورده های خام دامی نیاز است (مورد نیاز اداره کل دامپزشکی استان کهگیلویه و بویراحمد),پارک علم و فناوری استان کهگیلویه و بویراحمد,"دامپزشکی, بهداشت و کنترل کیفی مواد غذایی, پیشگیری بیماری های دامی",['کیت های تشخیص سریع، باقیمانده دارو، آنتی بیوتیک، فرآورده های خام دامی'],ایران,کهگیلویه وبویراحمد,یاسوج,https://nan.ac/ViewNeed/D1E39865892F1753BD582894CD8018CB
957,عدم اعتماد دستگاه ها و نهادهای استانی به شرکت‌های فعال داخل استان سمنان، برای اجرای پروژه‌ها,یکی از چالش‌های اساسی شرکت‌های فعال در حوزه‌ی فناوری اطلاعات و ارتباطات، عدم اعتماد دستگاه‌ها و نهادهای استانی به شرکت‌های فعال داخل استان سمنان، برای اجرای پروژه‌ها است.,پارك علم وفناوري استان سمنان,"علوم پایه, علوم کامپیوتر, الگوریتم و نظریه محاسبه, محاسبات نرم و هوش مصنوعی, نرم افزار, مدیریت سیستم های اطلاعاتی",['فاوا، فناوری اطلاعات و ارتباطات، پروژه نرم\u200cافزاری'],ایران,سمنان,سمنان,https://nan.ac/ViewNeed/C9B902B04194133812A02BDD3EDD3D6A
958,سیستم گل برگشتی RMR  برای حفاری‌های دریاهای آب عمیق,,شركت نفت خزر,"علوم پایه, مهندسی نفت",,ایران,مازندران,ساری,https://nan.ac/ViewNeed/BEE3BAC5CEA221B77F30B8F487B919B2
959,دانشنامه تاریخی استان اردبیل,مشخص شدن جایگاه و اهمیت خاص منطقه خلخال و کیوی  در دوران مختلف تاریخی و گستره کمی و کیفی آن  براساس اطلاعات موجود در قالب دانشنامه ضروری است .,استانداری اردبیل,علوم انسانی,['دانشنامه - اردبیل'],ایران,اردبیل,اردبیل,https://nan.ac/ViewNeed/F5C11BB72F52429BCA45255C21B4B009
960,تدوین برنامه توسعه دانش بنیان استان قزوین,بر اساس سیاستهای ابلاغی اقتصاد مقاومتی، پیشتازی اقتصاد دانش بنیان، پیاده‌سازی و اجرای نقشه جامع علمی کشور و ساماندهی نظام ملی نوآوری به منظور ارتقاء جایگاه جهانی کشور و افزایش سهم تولید و صادرات محصولات و خدمات دانش‌بنیان و دستیابی به رتبه اول اقتصاد دانش‌بنیان در منطقه مورد نظر است. طی کردن این مسیر دارای الزاماتی است که از مهمترین آنها، حمایت از شرکت های دانش بنیان و تسهیل ارتباط بین دانشگاه، صنعت، جامعه و توسعه زیست بوم علم و فناوری است. محور و زیرساخت تولید در اقتصاد دانش بنیان بر پایه دانش، فناوری، مهارت و یادگیری بوده و تلاش برای نیل به توسعه پایدار و تحقق اقتصاد پویا و جامعه دانایی محور و مبتنی بر دانش و فناوری پیشرفته که در سیاست های کلی نظام، سند چشم انداز جمهوری اسلامی ایران در افق 1404 و بیانیه گام دوم انقلاب به آنها تاکید شده ، مستلزم تهیه «برنامه توسعه دانش بنیان استان» می باشد .,سازمان مدیریت و برنامه ریزی استان قزوین,"علوم انسانی, برنامه ریزی توسعه منطقه ای, سیاستگذاری علم و فناوری",['توسعه، دانش بنیان، برنامه ریزی، قزوین'],ایران,قزوین,قزوین,https://nan.ac/ViewNeed/B6A8C3CF5677B109F4B2130B780BE705
